cam_id,area_key,mode,idx,x_norm,y_norm
0001,0001_area_2,1차 감지,0,0.2124458333333333,0.32584541666666667
0001,0001_area_2,1차 감지,1,0.37235395833333335,0.28340041666666665
0001,0001_area_2,1차 감지,2,0.3820795833333333,0.45209166666666667
0001,0001_area_2,1차 감지,3,0.3452408333333334,0.6266654166666668
0001,0001_area_2,1차 감지,4,0.13454333333333332,0.6211891666666667
0001,0001_area_2,1차 감지,5,0.13383645833333332,0.46315791666666667
0001,0001_area_2,1차+2차 감지,0,0.185,0.2525
0001,0001_area_2,1차+2차 감지,1,0.4310125,0.18719999999999998
0001,0001_area_2,1차+2차 감지,2,0.44597499999999995,0.446725
0001,0001_area_2,1차+2차 감지,3,0.3893,0.7153
0001,0001_area_2,1차+2차 감지,4,0.06515,0.706875
0001,0001_area_2,1차+2차 감지,5,0.0640625,0.46375
0001,0001_area_2,2차 감지,0,0.23989166666666667,0.39919083333333333
0001,0001_area_2,2차 감지,1,0.31369541666666667,0.3796008333333334
0001,0001_area_2,2차 감지,2,0.31818416666666666,0.45745833333333336
0001,0001_area_2,2차 감지,3,0.3011816666666667,0.5380308333333333
0001,0001_area_2,2차 감지,4,0.20393666666666665,0.5355033333333333
0001,0001_area_2,2차 감지,5,0.20361041666666665,0.4625658333333334
